,date,open,high,low,close,volume,average,barCount
0,2023-02-13 14:30:00+00:00,74.24,74.36,74.135,74.155,-1.0,-1.0,-1
1,2023-02-13 14:31:00+00:00,74.155,74.31,74.085,74.14,-1.0,-1.0,-1
2,2023-02-13 14:32:00+00:00,74.14,74.405,74.125,74.165,-1.0,-1.0,-1
3,2023-02-13 14:33:00+00:00,74.165,74.195,74.04,74.185,-1.0,-1.0,-1
4,2023-02-13 14:34:00+00:00,74.185,74.235,74.075,74.15,-1.0,-1.0,-1
5,2023-02-13 14:35:00+00:00,74.15,74.235,74.015,74.035,-1.0,-1.0,-1
6,2023-02-13 14:36:00+00:00,74.035,74.175,73.975,74.125,-1.0,-1.0,-1
7,2023-02-13 14:37:00+00:00,74.125,74.235,74.055,74.075,-1.0,-1.0,-1
8,2023-02-13 14:38:00+00:00,74.075,74.29,74.065,74.255,-1.0,-1.0,-1
9,2023-02-13 14:39:00+00:00,74.255,74.445,74.245,74.435,-1.0,-1.0,-1
10,2023-02-13 14:40:00+00:00,74.435,74.605,74.385,74.515,-1.0,-1.0,-1
11,2023-02-13 14:41:00+00:00,74.515,74.635,74.455,74.505,-1.0,-1.0,-1
12,2023-02-13 14:42:00+00:00,74.505,74.555,74.275,74.355,-1.0,-1.0,-1
13,2023-02-13 14:43:00+00:00,74.355,74.665,74.355,74.615,-1.0,-1.0,-1
14,2023-02-13 14:44:00+00:00,74.615,74.655,74.485,74.505,-1.0,-1.0,-1
15,2023-02-13 14:45:00+00:00,74.505,74.675,74.495,74.555,-1.0,-1.0,-1
16,2023-02-13 14:46:00+00:00,74.555,74.695,74.515,74.625,-1.0,-1.0,-1
17,2023-02-13 14:47:00+00:00,74.625,74.775,74.47,74.485,-1.0,-1.0,-1
18,2023-02-13 14:48:00+00:00,74.485,74.605,74.405,74.555,-1.0,-1.0,-1
19,2023-02-13 14:49:00+00:00,74.555,74.665,74.505,74.655,-1.0,-1.0,-1
